Testing writing tp d1.csv
Millis, BME680 Temp C, BME680 Pressure hPa, BME680 Humidity %, BME680 Gas KOhms, BME680 Approx Alt m, SHT31 Hum %, SHT31 Temp C, LSM9DS1 AccX, LSM9DS1 AccY, LSM9DS1 AccZ, LSM9DS1 GyroX, LSM9DS1 GyroY, LSM9DS1 GyroZ, LSM9DS1 MagX, LSM9DS1 MagY, LSM9DS1 MagZ, LSM6DS AccX, LSM6DS AccY, LSM6DS AccZ, LSM6DS GyroX, LSM6DS GyroY, LSM6DS GyroZ, LSM6DS Temp, INA260 Current mA, INA260 Bus Voltage mV, INA260 Power mW, MTK3339 Date, MTK3339 Latitude, MTK3339 Longitude, MTK3339 Speed, MTK3339 Angle, MTK3339 Altitude, MTK3339 Satellites, MD0555 Wind Speed RAW, PT1000 Temp RAW, ZOPT220 UV Index, ZOPT220 Ambient Light, GeigerInterrupt CPS, 
45624, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.65, 1.28, 1.10, -19.59, 47.88, -4.77, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
46162, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.28, 1.10, -19.34, 48.57, -7.04, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
46300, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.10, 1.10, -19.06, 48.02, -4.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
46443, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.59, 1.34, 1.04, -20.23, 48.41, -3.93, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
46581, 39.94, 946.93, 9.20, 63665, 567.40, 11.37, 35.68, -0.95, -0.37, 0.10, -1.40, 1.16, 1.16, -19.48, 47.83, -4.09, -0.00, -1.00, 0.08, -0.18, -0.18, 0.06, 45.23, 208.75, 11273.75, 2360.00, -, -, -, -, -, -, -, 145, 1023, 0.00, 1518, 0.67, 
48028, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.04, 1.10, -19.81, 47.66, -4.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
48171, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.10, 1.22, -19.38, 47.92, -4.63, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
48309, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.28, 1.16, 0.98, -18.58, 48.45, -6.86, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
48447, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.22, 1.04, -19.23, 47.77, -4.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
48590, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.16, 1.16, -19.02, 47.58, -4.82, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
49128, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.04, 1.10, -17.24, 48.73, -7.62, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
49266, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.28, 1.04, -17.83, 48.68, -6.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
49404, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.04, 0.92, -18.62, 48.21, -6.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
49547, 39.95, 946.92, 9.17, 66081, 567.40, 11.43, 35.71, -0.95, -0.37, 0.10, -1.40, 1.16, 1.04, -18.49, 48.17, -5.47, -0.00, -1.00, 0.08, -0.24, -0.12, 0.00, 44.30, 213.75, 11275.00, 2410.00, -, -, -, -, -, -, -, 146, 1023, 0.00, 1599, 1.01, 
50994, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.10, 1.22, -20.75, 48.28, -5.31, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
51137, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.16, -19.36, 48.39, -5.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
51275, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.22, 1.16, -18.30, 48.68, -6.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
51413, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.59, 1.28, 1.04, -19.89, 48.36, -4.60, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
51551, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.16, 1.10, -17.96, 48.05, -5.52, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
52084, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.10, 0.98, -17.65, 48.63, -5.81, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
52222, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.59, 1.16, 0.98, -18.38, 48.01, -6.24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
52360, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.04, 1.10, -18.37, 48.40, -4.83, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
52503, 39.96, 946.92, 9.19, 68357, 567.40, 11.43, 35.74, -0.95, -0.37, 0.10, -1.53, 1.10, 1.10, -20.34, 47.29, -6.45, -0.00, -0.99, 0.08, -0.18, -0.12, 0.00, 44.56, 211.25, 11275.00, 2380.00, -, -, -, -, -, -, -, 142, 1023, 0.00, 1631, 0.68, 
53950, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.22, 1.04, -19.57, 47.97, -4.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
54093, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.28, 1.16, 1.22, -19.98, 47.56, -3.70, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
54231, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.10, 1.16, -20.18, 47.81, -4.79, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
54369, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.22, 1.04, -20.85, 47.68, -5.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
54507, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.10, -19.70, 48.33, -6.41, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
55050, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.16, 1.10, -18.38, 48.21, -5.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
55188, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 1.04, -20.29, 47.95, -4.43, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
55326, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.10, -21.02, 48.43, -6.10, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
55469, 39.97, 946.92, 9.18, 69697, 567.40, 11.46, 35.79, -0.95, -0.37, 0.10, -1.40, 1.22, 1.04, -19.38, 47.60, -3.27, -0.00, -1.00, 0.08, -0.24, -0.18, 0.00, 44.56, 215.00, 11275.00, 2420.00, -, -, -, -, -, -, -, 144, 1023, 0.00, 1629, 0.34, 
56916, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.22, 1.10, -20.10, 48.14, -5.38, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
57054, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.22, 1.10, -18.85, 48.29, -5.04, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
57197, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.59, 1.16, 1.10, -19.56, 48.50, -5.16, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
57335, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.10, 1.16, -18.54, 48.33, -6.04, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
57473, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.16, 1.04, -18.86, 47.31, -4.88, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
58016, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.22, 1.04, -18.24, 48.49, -5.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
58154, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.16, 1.16, -19.53, 47.99, -6.05, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
58292, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 0.92, -18.70, 48.27, -7.04, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
58435, 39.99, 946.92, 9.17, 71388, 567.31, 11.39, 35.79, -0.95, -0.37, 0.10, -1.46, 1.22, 1.04, -20.39, 48.23, -4.88, -0.00, -1.00, 0.08, -0.24, -0.12, 0.00, 45.48, 212.50, 11273.75, 2390.00, -, -, -, -, -, -, -, 142, 1023, 0.00, 1618, 0.00, 
59882, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.22, 0.98, -19.25, 47.92, -4.27, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
60020, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.22, 0.98, -17.81, 48.55, -5.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
60163, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.04, 1.16, -18.75, 49.04, -6.35, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
60301, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.16, 1.10, -18.15, 49.39, -7.28, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
60439, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.16, 1.10, -19.90, 48.28, -5.63, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
60982, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.65, 1.04, 1.04, -19.30, 48.11, -5.57, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
61120, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.04, 1.10, -20.51, 47.95, -4.50, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
61258, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.04, 1.22, -20.35, 48.44, -5.27, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
61401, 40.00, 946.93, 9.18, 73352, 567.31, 11.43, 35.85, -0.95, -0.37, 0.10, -1.53, 1.16, 1.16, -20.43, 48.01, -2.44, -0.00, -1.00, 0.08, -0.24, -0.12, 0.00, 45.01, 215.00, 11273.75, 2420.00, -, -, -, -, -, -, -, 143, 1023, 0.00, 1578, 0.67, 
62848, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.16, 1.16, -17.33, 48.35, -7.19, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
62986, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.59, 1.04, 1.10, -19.76, 47.14, -3.52, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
63129, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.16, 1.04, -18.16, 48.40, -7.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
63267, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.04, 1.16, -20.64, 47.27, -4.31, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
63405, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 1.16, -18.86, 48.62, -7.10, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
63948, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.10, 1.10, -19.47, 47.86, -5.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
64086, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.22, 0.98, -18.31, 48.27, -5.40, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
64224, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 0.98, -18.20, 47.97, -4.74, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
64362, 40.01, 946.94, 9.17, 74375, 567.31, 11.33, 35.82, -0.95, -0.37, 0.10, -1.34, 1.04, 1.10, -18.97, 48.10, -6.35, -0.00, -1.00, 0.09, -0.18, -0.18, 0.00, 45.88, 222.50, 11272.50, 2510.00, -, -, -, -, -, -, -, 144, 1023, 0.00, 1573, 0.00, 
65814, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.22, 1.10, -18.40, 48.80, -5.82, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
65952, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.22, 1.04, -17.98, 47.63, -5.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
66095, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.10, 1.10, -19.25, 47.78, -5.09, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
66233, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.22, 1.04, -19.01, 47.55, -3.45, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
66371, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.28, 1.16, -20.36, 48.57, -5.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
66909, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.10, 1.04, -18.05, 49.05, -5.46, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
67052, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.22, 1.16, -20.91, 47.30, -4.44, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
67190, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.04, -18.97, 48.19, -5.71, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
67328, 40.02, 946.93, 9.17, 76372, 567.31, 11.30, 35.85, -0.95, -0.37, 0.10, -1.46, 1.28, 0.92, -19.41, 48.99, -6.04, -0.00, -1.00, 0.08, -0.18, -0.12, 0.00, 45.35, 225.00, 11272.50, 2530.00, -, -, -, -, -, -, -, 143, 1023, 0.00, 1607, 0.34, 
68780, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.16, 1.10, -18.97, 48.11, -5.51, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
68918, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.04, -20.08, 47.71, -5.73, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
69056, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.28, 1.10, -20.98, 47.58, -3.43, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
69199, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.28, 1.16, -19.97, 48.25, -5.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
69337, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.34, 1.10, -19.82, 48.10, -4.98, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
69875, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.16, 1.16, -20.70, 47.53, -4.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
70018, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.16, 1.04, -18.41, 47.79, -5.26, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
70156, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 1.10, -19.86, 48.30, -6.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
70294, 40.04, 946.94, 9.18, 77411, 567.31, 11.33, 35.84, -0.95, -0.37, 0.10, -1.40, 1.28, 1.10, -19.67, 47.85, -4.31, -0.00, -1.00, 0.08, -0.24, -0.12, 0.00, 45.27, 212.50, 11272.50, 2390.00, -, -, -, -, -, -, -, 143, 1023, 0.00, 1585, 0.34, 
71746, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 0.98, 1.10, -18.09, 48.38, -5.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
71884, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.28, 1.10, 1.22, -18.59, 48.27, -4.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
72022, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.28, 1.16, -18.59, 47.94, -4.76, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
72181, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.10, 1.22, -19.45, 47.91, -6.42, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
72324, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.04, -18.26, 48.57, -6.48, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
72867, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.28, 1.16, -19.23, 48.36, -4.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
73015, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.22, 1.10, -18.86, 48.38, -4.05, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
73158, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.34, 1.10, -18.48, 48.47, -6.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
73301, 40.05, 946.93, 9.16, 78769, 567.31, 11.29, 35.88, -0.95, -0.37, 0.10, -1.34, 1.28, 1.16, -18.90, 48.73, -7.75, -0.00, -1.00, 0.08, -0.18, -0.06, 0.00, 45.69, 511.25, 11253.75, 5760.00, -, -, -, -, -, -, -, 144, 1023, 0.00, 1601, 0.33, 
74758, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 1.16, -18.66, 48.73, -6.32, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
74901, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.28, 1.16, -18.31, 48.49, -5.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
75044, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.16, 1.22, -18.27, 48.16, -5.16, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
75192, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.10, 1.10, -20.29, 48.29, -5.44, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
75335, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.28, 1.10, -18.40, 48.78, -5.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
75878, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.28, 1.16, 1.10, -19.02, 48.62, -7.10, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
76026, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.22, 1.04, -18.47, 48.19, -4.64, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
76169, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.16, 1.22, -19.31, 48.73, -6.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
76312, 40.07, 946.94, 9.17, 80175, 567.31, 11.41, 35.90, -0.95, -0.37, 0.10, -1.40, 1.04, 1.04, -19.18, 48.65, -5.20, -0.00, -1.00, 0.08, -0.18, -0.12, 0.00, 45.46, 966.25, 11237.50, 10850.00, -, -, -, -, -, -, -, 142, 1023, 0.00, 1584, 1.00, 
77769, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.10, 1.22, -18.64, 48.67, -7.81, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
77912, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.28, 1.22, -19.76, 48.60, -5.85, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
78055, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 1.16, -19.17, 48.78, -6.05, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
78203, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.10, 1.10, -18.38, 48.51, -5.19, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
78346, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.10, 1.34, -20.80, 47.64, -6.09, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
78888, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.22, 1.22, -20.56, 48.36, -5.58, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
79031, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.10, 1.16, -17.88, 49.00, -6.79, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
79179, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.04, 1.16, -18.41, 48.62, -6.42, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
79322, 40.08, 946.94, 9.15, 81710, 567.31, 11.39, 35.89, -0.95, -0.37, 0.10, -1.34, 1.22, 1.16, -18.40, 48.50, -5.90, -0.00, -1.00, 0.08, -0.18, -0.12, 0.00, 46.03, 686.25, 11240.00, 7720.00, -, -, -, -, -, -, -, 144, 1023, 0.00, 1603, 0.33, 
80779, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.28, 1.10, -18.12, 48.61, -7.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
80922, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.10, -19.17, 47.27, -8.41, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
81065, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.16, 1.16, -18.91, 48.19, -7.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
81208, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.28, 1.10, -20.81, 48.11, -5.52, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
81356, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.53, 1.28, 1.10, -17.57, 48.88, -7.80, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
81899, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.22, 1.16, 1.10, -18.87, 48.33, -6.46, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
82042, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.40, 1.22, 1.10, -19.93, 47.77, -6.36, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
82190, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.34, 1.34, 1.16, -20.03, 47.94, -6.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
82333, 40.10, 946.94, 9.15, 82982, 567.22, 11.17, 35.89, -0.94, -0.37, 0.10, -1.46, 1.10, 1.16, -20.56, 47.88, -5.05, -0.00, -1.00, 0.08, -0.18, -0.12, 0.06, 45.62, 711.25, 11231.25, 7990.00, -, -, -, -, -, -, -, 141, 1023, 0.00, 1622, 0.66, 
83790, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.10, 1.10, -19.85, 48.57, -5.33, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
83933, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.65, 1.28, 1.04, -19.29, 48.40, -7.51, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
84076, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.16, 1.10, -19.18, 47.73, -3.82, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
84219, -, -, -, -, -, -, -, -0.95, -0.37, 0.10, -1.46, 1.16, 1.16, -19.08, 48.97, -4.92, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
